ID;DescriptionLevel;EntityType;CompleteUnitId;UnitId;RepositoryCode;CountryCode;UnitTitleType;UnitTitle;AlternativeTitle;NormalizedFormsName;OtherFormsName;UnitDateInitial;UnitDateFinal;UnitDateInitialCertainty;UnitDateFinalCertainty;AllowUnitDatesInference;AccumulationDates;UnitDateBulk;UnitDateNotes;Dimensions;AllowExtentsInference;Repository;Producer;Author;MaterialAuthor;Contributor;Recipient;BiogHist;GeogName;LegalStatus;Functions;Authorities;InternalStructure;GeneralContext;CustodHist;AcqInfo;Classifier;ScopeContent;Terms;DocumentalTradition;DocumentalTypology;Marks;Monograms;Stamps;Inscriptions;Signatures;Appraisal;AppraisalElimination;AppraisalEliminationDate;Accruals;Arrangement;AccessRestrict;UseRestrict;PhysLoc;OriginalNumbering;PreviousLoc;LangMaterial;PhysTech;OtherFindAid;ContainerTypeTerm;OriginalsLoc;AltFormAvail;RelatedMaterial;Note;AllowTextualContentInference;TextualContent;RetentionDisposalDocumentState;ApplySelectionTable;RetentionDisposalPolicy;RetentionDisposalReference;RetentionDisposalClassification;RetentionDisposalPeriod;RetentionDisposalApplyDate;RetentionDisposalFinalDestination;RetentionDisposalObservations;DescRules;Revised;Published;Available;Highlighted;Creator;Created;Username;ProcessInfoDate;OtherDescriptiveData;ProcessInfo
"1357618";"DC";;"PT/UM-ADB/DIO/MAB/006/09303";"09303";"UM-ADB";"PT";;"Inquirição de genere de Vitoriano Fonseca Batista";;;;"1709-07-11";"1709-07-11";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Sebastiao Pires e Ana Fonseca. Natural e/ou residente em CHAVES-SANTA MARIA, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 7388";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:29";"asousa";"14/04/2014 18:01:05";;
"1357619";"DC";;"PT/UM-ADB/DIO/MAB/006/09304";"09304";"UM-ADB";"PT";;"Inquirição de genere de Vicente Sousa Pereira";;;;"1720-08-03";"1720-08-03";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Alexandre Sousa Pereira e Joana Veloso. Natural e/ou residente em REDONDELO,Sao Vicente e CHAVES-SANTA MARIA, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 6121";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:29";"asousa";"14/04/2014 18:01:05";;
"1357620";"DC";;"PT/UM-ADB/DIO/MAB/006/09305";"09305";"UM-ADB";"PT";;"Inquirição de genere de Sebastiao Jose Morais";;;;"1807-03-18";"1807-03-18";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Francisco Morais e Maria Carneiro. Natural e/ou residente em MONTALEGRE-SANTA MARIA ASSUNCAO, actual concelho de MONTALEGRE e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:29";"asousa";"14/04/2014 18:01:05";;
"1357621";"DC";;"PT/UM-ADB/DIO/MAB/006/09306";"09306";"UM-ADB";"PT";;"Inquirição de genere de Pedro Jose Barros";;;;"1807-12-16";"1807-12-16";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Joaquim Barros e Teresa Maria Conceicao. Natural e/ou residente em CHAVES-SANTA MARIA, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:29";"asousa";"14/04/2014 18:01:05";;
"1357623";"DC";;"PT/UM-ADB/DIO/MAB/006/09308";"09308";"UM-ADB";"PT";;"Inquirição de genere de Tome Teixeira";;;;"1733-11-10";"1733-11-10";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Tome Martins e Catarina Pires. Natural e/ou residente em SANFINS,Sao Pedro Fins, actual concelho de VALPACOS e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:30";"asousa";"14/04/2014 18:01:05";;
"1357624";"DC";;"PT/UM-ADB/DIO/MAB/006/09309";"09309";"UM-ADB";"PT";;"Inquirição de genere de Vicente Rodrigues";;;;"1684-12-03";"1684-12-03";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Vicente Fernandes e Maria Rodrigues. Natural e/ou residente em FAIOES,Santo Estevao, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:30";"asousa";"14/04/2014 18:01:05";;
"1357625";"DC";;"PT/UM-ADB/DIO/MAB/006/09310";"09310";"UM-ADB";"PT";;"Inquirição de genere de Pedro Possidonio Jose Madeira";;;;"1779-05-20";"1779-05-20";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Alvares e Joana Pereira. Natural e/ou residente em SAO JULIAO MONTENEGRO, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:30";"asousa";"14/04/2014 18:01:05";;
"1357626";"DC";;"PT/UM-ADB/DIO/MAB/006/09311";"09311";"UM-ADB";"PT";;"Inquirição de genere de Sebastiao Pires";;;;"1722-10-22";"1722-10-22";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Sebastiao Pires e Ines Goncalves. Natural e/ou residente em PADORNELOS,Santa Maria, actual concelho de MONTALEGRE e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:30";"asousa";"14/04/2014 18:01:05";;
"1357627";"DC";;"PT/UM-ADB/DIO/MAB/006/09312";"09312";"UM-ADB";"PT";;"Inquirição de genere de Domingos Fernandes Velho";;;;"1700-07-30";"1700-07-30";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Pedro Fernandes Velho e Domingas Goncalves. Natural e/ou residente em ADAUFE,Santa Maria, actual concelho de Braga e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 6674";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:31";"asousa";"14/04/2014 18:01:05";;
"1357628";"DC";;"PT/UM-ADB/DIO/MAB/006/09313";"09313";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Tinoco";;;;"1808-03-04";"1808-03-04";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Antonio Jose Tinoco e Teresa Sousa. Natural e/ou residente em PICO REGALADOS,Sao Paio, actual concelho de VILA VERDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:31";"asousa";"14/04/2014 18:01:05";;
"1357629";"DC";;"PT/UM-ADB/DIO/MAB/006/09314";"09314";"UM-ADB";"PT";;"Inquirição de genere de Manuel Araujo Castro";;;;"1687-03-01";"1687-03-01";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Araujo Castro e Isabel Pereira. Natural e/ou residente em MONCAO-SANTA MARIA ANJOS, actual concelho de MONCAO e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:31";"asousa";"14/04/2014 18:01:05";;
"1357630";"DC";;"PT/UM-ADB/DIO/MAB/006/09315";"09315";"UM-ADB";"PT";;"Inquirição de genere de Marcos Mota";;;;"1690-09-28";"1690-09-28";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Teixeira Mota e Helena Ribeiro. Natural e/ou residente em Vila Real-SAO PEDRO, actual concelho de Vila Real e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:31";"asousa";"14/04/2014 18:01:05";;
"1357631";"DC";;"PT/UM-ADB/DIO/MAB/006/09316";"09316";"UM-ADB";"PT";;"Inquirição de genere de Paulo Antonio Pinto Andrade";;;;"1787-05-13";"1787-05-13";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Alexandre Jose Pinto e Senhorinha Teresa Andrade. Natural e/ou residente em BASTO,Santa Senhorinha, actual concelho de CABECEIRAS BASTO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:31";"asousa";"14/04/2014 18:01:05";;
"1357632";"DC";;"PT/UM-ADB/DIO/MAB/006/09317";"09317";"UM-ADB";"PT";;"Inquirição de genere de Sebastiao Pereira Cunha";;;;"1739-01-12";"1739-01-12";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Sebastiao Pereira Cunha e Rosa Maria Sotomaior. Natural e/ou residente em Viana do Castelo-SANTA MARIA MAIOR, actual concelho de Viana do Castelo e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:31";"asousa";"14/04/2014 18:01:05";;
"1357633";"DC";;"PT/UM-ADB/DIO/MAB/006/09318";"09318";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Pinheiro";;;;"1808-05-11";"1808-05-11";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Francisco Jose Goncalves Pinheiro e Antonia Maria Costa. Natural e/ou residente em SERAFAO,Sao Juliao, actual concelho de FAFE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:32";"asousa";"14/04/2014 18:01:05";;
"1357634";"DC";;"PT/UM-ADB/DIO/MAB/006/09319";"09319";"UM-ADB";"PT";;"Inquirição de genere de Leonardo Lopes Gomes Maia";;;;"1809-03-08";"1809-03-08";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Lopes Maia e Maria Teresa Gomes. Natural e/ou residente em VASSAL,Nossa Senhora Expectacao, actual concelho de VALPACOS e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:32";"asousa";"14/04/2014 18:01:05";;
"1357635";"DC";;"PT/UM-ADB/DIO/MAB/006/09320";"09320";"UM-ADB";"PT";;"Inquirição de genere de Manuel Antonio Sousa Freire Andrade";;;;"1808-01-10";"1808-01-10";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Rodrigo Leite Azevedo Andrade e Mariana Casimira Azevedo Leite. Natural e/ou residente em VALE BOURO,Sao Martinho, actual concelho de CELORICO BASTO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:32";"asousa";"14/04/2014 18:01:05";;
"1357636";"DC";;"PT/UM-ADB/DIO/MAB/006/09321";"09321";"UM-ADB";"PT";;"Inquirição de genere de Domingos Jose Almeida";;;;"1878-03-02";"1878-03-02";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joaquim Jose Almeida e Maria Joana Coimbra. Natural e/ou residente em CAIRES,Santa Maria, actual concelho de AMARES e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 8021";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:32";"asousa";"14/04/2014 18:01:05";;
"1357637";"DC";;"PT/UM-ADB/DIO/MAB/006/09322";"09322";"UM-ADB";"PT";;"Inquirição de genere de Bernardino Fernandes Ribeiro";;;;"1847-10-23";"1847-10-23";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Domingos Fernandes e Rosa Silva. Natural e/ou residente em NESPEREIRA,Santa Eulalia, actual concelho de GUIMARAES e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 5674";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:32";"asousa";"14/04/2014 18:01:05";;
"1357638";"DC";;"PT/UM-ADB/DIO/MAB/006/09323";"09323";"UM-ADB";"PT";;"Inquirição de genere de Bernardo Jose Pereira";;;;"1847-03-29";"1847-03-29";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Bernardo Pereira e Teresa Jesus Barbosa. Natural e/ou residente em PEDREGAIS,Sao Salvador, actual concelho de VILA VERDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 5658";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:33";"asousa";"14/04/2014 18:01:05";;
"1357639";"DC";;"PT/UM-ADB/DIO/MAB/006/09324";"09324";"UM-ADB";"PT";;"Inquirição de genere de Boaventura Veloso";;;;"1846-08-05";"1846-08-05";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Jose Veloso e Francisca Teresa Almeida. Natural e/ou residente em CAIRES,Santa Maria, actual concelho de AMARES e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 5677";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:33";"asousa";"14/04/2014 18:01:05";;
"1357640";"DC";;"PT/UM-ADB/DIO/MAB/006/09325";"09325";"UM-ADB";"PT";;"Inquirição de genere de Xavier Araujo Costa";;;;"1724-09-06";"1724-09-06";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Bernardo Araujo e Angela Costa. Natural e/ou residente em Braga-SAO VITOR, actual concelho de Braga e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:33";"asousa";"14/04/2014 18:01:05";;
"1357641";"DC";;"PT/UM-ADB/DIO/MAB/006/09326";"09326";"UM-ADB";"PT";;"Inquirição de genere de Xavier Araujo Ferreira";;;;"1714-07-30";"1714-07-30";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Geraldo Araujo e Ana Ferreira. Natural e/ou residente em Braga-SAO JOAO SOUTO, actual concelho de Braga e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:33";"asousa";"14/04/2014 18:01:05";;
"1357642";"DC";;"PT/UM-ADB/DIO/MAB/006/09327";"09327";"UM-ADB";"PT";;"Inquirição de genere de Xisto Magalhaes Cunha";;;;"1689-11-02";"1689-11-02";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Francisco Fernandes e Maria Francisca. Natural e/ou residente em SAMPRIZ,Santiago, actual concelho de PONTE BARCA e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:33";"asousa";"14/04/2014 18:01:05";;
"1357643";"DC";;"PT/UM-ADB/DIO/MAB/006/09328";"09328";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Antonio Vassalo";;;;"1809-01-27";"1809-01-27";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Simao Vassalo e Maria Jose. Natural e/ou residente em CHAVES-SANTA MARIA, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 425";;"A - 425";;;;;;;"Série Processos de património, processo n.º 1658";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:34";"asousa";"14/04/2014 18:01:05";;
"1357644";"DC";;"PT/UM-ADB/DIO/MAB/006/09329";"09329";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Araujo Ribeiro";;;;"1906-09-19";"1906-09-19";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Casimiro Araujo Ribeiro e Clementina Antunes Araujo Ribeiro. Natural e/ou residente em RENDUFINHO,Santa Maria, actual concelho de POVOA LANHOSO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:34";"asousa";"14/04/2014 18:01:05";;
"1357645";"DC";;"PT/UM-ADB/DIO/MAB/006/09330";"09330";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Xisto Rodrigues Vieira";;;;"1859-04-12";"1859-04-12";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Jose Vieira e Maria Sao Jose Rodrigues. Natural e/ou residente em CONSTANTIM,Santa Maria Feira, actual concelho de Vila Real e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;"Série Processos de património, processo n.º 1954";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:34";"asousa";"14/04/2014 18:01:05";;
"1357646";"DC";;"PT/UM-ADB/DIO/MAB/006/09331";"09331";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Pereira Ramos";;;;"1890-10-27";"1890-10-27";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Serafim Francisco Pereira Ramos e Albina Goncalves. Natural e/ou residente em ROSSAS,Sao Salvador, actual concelho de VIEIRA MINHO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:34";"asousa";"14/04/2014 18:01:05";;
"1357647";"DC";;"PT/UM-ADB/DIO/MAB/006/09332";"09332";"UM-ADB";"PT";;"Inquirição de genere de Vicente Alvaro Vaz Mogueimes e Alvaro Lourenco Abreu Rebelo";;;;"1732-10-24";"1732-10-24";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Antonio Couros Carneiro Vasconcelos e Maria Luisa Sa Sotomaior. Natural e/ou residente em ARCA,Sao Mamede e PONTE LIMA-SANTA MARIA ANJOS, actual concelho de PONTE LIMA e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:34";"asousa";"14/04/2014 18:01:05";;
"1357648";"DC";;"PT/UM-ADB/DIO/MAB/006/09333";"09333";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Mota";;;;"1843-11-09";"1843-11-09";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Mota e Maria Teresa Ribeiro. Natural e/ou residente em ARNOIA,Sao Joao Batista, actual concelho de CELORICO BASTO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;"Série Processos de património, processo n.º 1961";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:34";"asousa";"14/04/2014 18:01:05";;
"1357649";"DC";;"PT/UM-ADB/DIO/MAB/006/09334";"09334";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Machado Borges Azevedo";;;;"1847-04-14";"1847-04-14";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Inacio Machado e Mariana Luisa Campos. Natural e/ou residente em REQUIAO,Sao Silvestre, actual concelho de VILA NOVA FAMALICAO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;"Série Processos de património, processo n.º 2180";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:35";"asousa";"14/04/2014 18:01:05";;
"1357650";"DC";;"PT/UM-ADB/DIO/MAB/006/09335";"09335";"UM-ADB";"PT";;"Inquirição de genere de Zacarias Silva Mariz";;;;"1900-11-12";"1900-11-12";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Luis Silva Mariz e Felicidade Correia Santos. Natural e/ou residente em POVOA VARZIM-NOSSA SENHORA CONCEICAO, actual concelho de POVOA VARZIM e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:35";"asousa";"14/04/2014 18:01:05";;
"1357651";"DC";;"PT/UM-ADB/DIO/MAB/006/09336";"09336";"UM-ADB";"PT";;"Inquirição de genere de Zacarias Rodrigues Mano";;;;"1898-11-18";"1898-11-18";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Rodrigues Mano e Felicidade Jesus Tarrio. Natural e/ou residente em VILAR MONTE,Sao Salvador, actual concelho de BARCELOS e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:35";"asousa";"14/04/2014 18:01:05";;
"1357652";"DC";;"PT/UM-ADB/DIO/MAB/006/09337";"09337";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Jose Sampaio";;;;"1891-11-04";"1891-11-04";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Joaquim Sampaio e Maria Teresa Silva. Natural e/ou residente em ESMERIZ,Sao Pedro e CABECUDOS,Sao Cristovao, actual concelho de VILA NOVA FAMALICAO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;"Série Processos de património, processo n.º 2080";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:35";"asousa";"14/04/2014 18:01:05";;
"1357653";"DC";;"PT/UM-ADB/DIO/MAB/006/09338";"09338";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Carvalho";;;;"1812-05-25";"1812-05-25";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jacinto Carvalho e Maria Sousa. Natural e/ou residente em TRAVANCA,Sao Salvador, actual concelho de AMARANTE e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:35";"asousa";"14/04/2014 18:01:05";;
"1357654";"DC";;"PT/UM-ADB/DIO/MAB/006/09339";"09339";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Antonio Pereira Nobre";;;;"1785-10-20";"1785-10-20";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Antonio Pereira Nobre e Maria Josefa Garcia. Natural e/ou residente em VILA COVA LIXA,Sao Salvador, actual concelho de FELGUEIRAS e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:36";"asousa";"14/04/2014 18:01:05";;
"1357655";"DC";;"PT/UM-ADB/DIO/MAB/006/09340";"09340";"UM-ADB";"PT";;"Inquirição de genere de Zeferino Peixoto Pinheiro";;;;"1721-10-09";"1721-10-09";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Domingues Morim e Francisca Joao. Natural e/ou residente em AMORIM,Sao Tiago, actual concelho de POVOA VARZIM e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;"Série Processos de património, processo n.º 1992";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:36";"asousa";"14/04/2014 18:01:05";;
"1357656";"DC";;"PT/UM-ADB/DIO/MAB/006/09341";"09341";"UM-ADB";"PT";;"Inquirição de genere de Valerio Miguel";;;;"1731-08-17";"1731-08-17";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Fradique Alvim e Joana Pereira,Solteira. Natural e/ou residente em TOUVEDO,Sao Lourenco, actual concelho de PONTE BARCA e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:36";"asousa";"14/04/2014 18:01:05";;
"1357657";"DC";;"PT/UM-ADB/DIO/MAB/006/09342";"09342";"UM-ADB";"PT";;"Inquirição de genere de Verissimo Antunes";;;;"1731-04-12";"1731-04-12";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Diogo Arantes e Domingas Francisca. Natural e/ou residente em FIGUEIREDO,Sao Pedro e LAGO,Sao Martinho, actual concelho de AMARES e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 426";;"A - 426";;;;;;;"Série Processos de património, processo n.º 6149";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:20:36";"asousa";"14/04/2014 18:01:05";;
